2025-07-02 16:07:27,737: [Key.ctrl_l]
2025-07-02 16:07:27,828: [Key.shift]
2025-07-02 16:07:28,360: [Key.shift]
2025-07-02 16:07:28,392: [Key.shift]
2025-07-02 16:07:28,424: [Key.shift]
2025-07-02 16:07:28,456: [Key.shift]
2025-07-02 16:07:28,488: [Key.shift]
2025-07-02 16:07:28,505: [Key.esc]
2025-07-02 16:07:50,621: [Key.ctrl_l]
2025-07-02 16:07:50,765: [Key.shift]
2025-07-02 16:07:51,294: [Key.shift]
2025-07-02 16:07:51,325: [Key.shift]
2025-07-02 16:07:51,357: [Key.shift]
2025-07-02 16:07:51,389: [Key.shift]
2025-07-02 16:07:51,421: [Key.shift]
2025-07-02 16:07:51,453: [Key.shift]
2025-07-02 16:07:51,486: [Key.shift]
2025-07-02 16:07:51,517: [Key.shift]
2025-07-02 16:07:51,549: [Key.shift]
2025-07-02 16:07:51,567: [Key.esc]
2025-07-02 16:08:47,056: [Key.alt_l]
2025-07-02 16:08:47,243: [Key.tab]
2025-07-02 16:09:06,849: [Key.alt_l]
2025-07-02 16:09:07,015: [Key.tab]
2025-07-02 16:09:08,130: [Key.alt_l]
2025-07-02 16:09:08,201: [Key.tab]
2025-07-02 16:09:09,032: [Key.alt_l]
2025-07-02 16:09:09,283: [Key.tab]
2025-07-02 16:09:09,849: [Key.tab]
2025-07-02 16:09:10,226: [Key.alt_l]
2025-07-02 16:09:10,308: [Key.tab]
2025-07-02 16:09:11,904: [Key.enter]
2025-07-02 16:09:12,133: [Key.enter]
2025-07-02 16:09:12,529: [Key.ctrl_l]
2025-07-02 16:09:13,019: 
2025-07-02 16:09:13,928: [Key.ctrl_l]
2025-07-02 16:09:14,430: 
2025-07-02 16:09:15,246: [Key.ctrl_l]
2025-07-02 16:09:16,553: w
2025-07-02 16:09:16,880: q
2025-07-02 16:09:16,883: 2
2025-07-02 16:09:17,228: d
2025-07-02 16:09:17,377: w
2025-07-02 16:09:17,439: j
2025-07-02 16:09:17,712: f
2025-07-02 16:09:17,755: j
2025-07-02 16:09:17,995: j
2025-07-02 16:09:18,096: w
2025-07-02 16:09:23,237: [Key.ctrl_l]
2025-07-02 16:09:23,765: [Key.ctrl_l]
2025-07-02 16:09:23,798: [Key.ctrl_l]
2025-07-02 16:09:23,829: [Key.ctrl_l]
2025-07-02 16:09:23,862: [Key.ctrl_l]
2025-07-02 16:09:23,895: [Key.ctrl_l]
2025-07-02 16:09:23,925: [Key.ctrl_l]
2025-07-02 16:09:23,958: [Key.ctrl_l]
2025-07-02 16:09:23,989: [Key.ctrl_l]
2025-07-02 16:09:24,021: [Key.ctrl_l]
2025-07-02 16:09:24,053: [Key.ctrl_l]
2025-07-02 16:09:24,085: [Key.ctrl_l]
2025-07-02 16:09:24,118: [Key.ctrl_l]
2025-07-02 16:09:24,150: [Key.ctrl_l]
2025-07-02 16:09:24,182: [Key.ctrl_l]
2025-07-02 16:09:24,214: [Key.ctrl_l]
2025-07-02 16:09:24,246: [Key.ctrl_l]
2025-07-02 16:09:24,278: [Key.ctrl_l]
2025-07-02 16:09:24,310: [Key.ctrl_l]
2025-07-02 16:09:24,341: [Key.ctrl_l]
2025-07-02 16:09:24,373: [Key.ctrl_l]
2025-07-02 16:09:24,405: 
2025-07-02 16:09:24,721: 
2025-07-02 16:09:25,683: [Key.ctrl_l]
2025-07-02 16:09:26,214: [Key.ctrl_l]
2025-07-02 16:09:26,246: [Key.ctrl_l]
2025-07-02 16:09:26,278: [Key.ctrl_l]
2025-07-02 16:09:26,310: [Key.ctrl_l]
2025-07-02 16:09:26,342: [Key.ctrl_l]
2025-07-02 16:09:26,374: [Key.ctrl_l]
2025-07-02 16:09:26,406: [Key.ctrl_l]
2025-07-02 16:09:26,438: [Key.ctrl_l]
2025-07-02 16:09:26,470: [Key.ctrl_l]
2025-07-02 16:09:26,502: [Key.ctrl_l]
2025-07-02 16:09:26,534: [Key.ctrl_l]
2025-07-02 16:09:26,566: [Key.ctrl_l]
2025-07-02 16:09:26,598: [Key.ctrl_l]
2025-07-02 16:09:28,062: [Key.ctrl_l]
2025-07-02 16:09:28,406: 
2025-07-02 16:09:28,924: 
2025-07-02 16:09:29,455: 
2025-07-02 16:09:29,487: 
2025-07-02 16:09:29,519: 
2025-07-02 16:09:29,551: 
2025-07-02 16:09:29,585: 
2025-07-02 16:09:29,616: 
2025-07-02 16:09:29,648: 
2025-07-02 16:09:29,680: 
2025-07-02 16:09:29,712: 
2025-07-02 16:09:29,744: 
2025-07-02 16:09:29,775: 
2025-07-02 16:09:30,045: [Key.esc]
2025-07-02 16:09:31,005: [Key.esc]
2025-07-02 16:09:31,851: [Key.ctrl_l]
2025-07-02 16:09:32,216: 
2025-07-02 16:09:32,419: 
2025-07-02 16:09:32,584: 
2025-07-02 16:09:32,918: 
2025-07-02 16:09:33,102: 
2025-07-02 16:09:33,257: 
2025-07-02 16:09:33,575: 
2025-07-02 16:09:33,717: 
2025-07-02 16:09:33,878: 
2025-07-02 16:09:34,063: 
2025-07-02 16:09:34,218: 
2025-07-02 16:09:34,394: 
2025-07-02 16:09:34,409: 
2025-07-02 16:09:35,095: 
2025-07-02 16:09:35,234: 
2025-07-02 16:09:35,399: 
2025-07-02 16:09:35,558: 
2025-07-02 16:10:47,687: [Key.enter]
2025-07-02 16:10:56,716: [Key.alt_l]
2025-07-02 16:10:56,824: [Key.space]
2025-07-02 16:10:57,601: [Key.alt_l]
2025-07-02 16:10:57,638: [Key.space]
2025-07-02 16:10:58,236: [Key.alt_l]
2025-07-02 16:10:58,630: [Key.tab]
2025-07-02 16:11:02,717: c
2025-07-02 16:11:02,872: a
2025-07-02 16:11:05,275: [Key.alt_l]
2025-07-02 16:11:05,329: [Key.space]
2025-07-02 16:11:05,759: f
2025-07-02 16:11:05,897: i
2025-07-02 16:11:06,113: l
2025-07-02 16:11:06,253: e
2025-07-02 16:11:06,474: [Key.enter]
2025-07-02 16:11:56,029: [Key.alt_l]
2025-07-02 16:11:56,205: [Key.tab]
2025-07-02 16:11:57,158: [Key.alt_l]
2025-07-02 16:11:57,405: [Key.tab]
2025-07-02 16:11:57,881: [Key.tab]
2025-07-02 16:12:09,558: [Key.ctrl_l]
2025-07-02 16:12:09,842: [Key.shift]
2025-07-02 16:12:10,371: [Key.shift]
2025-07-02 16:12:10,404: [Key.shift]
2025-07-02 16:12:10,435: [Key.shift]
2025-07-02 16:12:10,467: [Key.shift]
2025-07-02 16:12:10,501: [Key.shift]
2025-07-02 16:12:10,531: [Key.shift]
2025-07-02 16:12:10,563: [Key.shift]
2025-07-02 16:12:10,595: [Key.shift]
2025-07-02 16:12:10,628: [Key.shift]
2025-07-02 16:12:10,659: [Key.shift]
2025-07-02 16:12:10,692: [Key.shift]
2025-07-02 16:12:10,724: [Key.shift]
2025-07-02 16:12:10,756: [Key.shift]
2025-07-02 16:12:10,788: [Key.shift]
2025-07-02 16:12:10,820: [Key.shift]
2025-07-02 16:12:10,851: [Key.shift]
2025-07-02 16:12:10,883: [Key.shift]
2025-07-02 16:12:10,916: [Key.shift]
2025-07-02 16:12:10,947: [Key.shift]
2025-07-02 16:12:10,979: [Key.shift]
2025-07-02 16:12:11,012: [Key.shift]
2025-07-02 16:12:11,021: 
2025-07-02 16:12:13,933: [Key.ctrl_l]
2025-07-02 16:12:14,012: [Key.shift]
2025-07-02 16:12:14,544: [Key.shift]
2025-07-02 16:12:14,576: [Key.shift]
2025-07-02 16:12:14,608: [Key.shift]
2025-07-02 16:12:23,294: e
2025-07-02 16:12:23,690: x
2025-07-02 16:12:23,918: i
2025-07-02 16:12:24,216: t
